AGENCIA,CONTA,BANCO,TITULAR,OPERACAO,DATAHORA,VALOR
2220,0007,SANTANDER,BIA,SAQUE,2022-02-20T06:25:40,77.82
1520,0001,SANTANDER,RAFAEL,DEPOSITO,2022-02-24T06:49:47,4575.13
1044,0004,SANTANDER,CARLOS,SAQUE,2022-02-28T20:55:44,4815.32
2220,0007,SANTANDER,BIA,SAQUE,2022-01-26T08:25:28,876.00
9999,0001,SANTANDER,RAFAEL,SAQUE,2022-02-18T20:28:08,1471.96
1520,0004,SANTANDER,RAFAEL,TRANSFERENCIA,2022-01-25T06:52:18,3471.27
2220,0007,SANTANDER,JULIA,DEPOSITO,2022-02-14T13:11:39,3408.29
9999,0001,SANTANDER,PAULA,SAQUE,2022-01-26T00:45:48,338.70
3320,0002,SANTANDER,ANA,DEPOSITO,2022-02-04T06:46:26,2583.00
1520,0004,SANTANDER,JULIA,DEPOSITO,2022-01-10T00:43:39,1995.25
1044,0001,SANTANDER,RAFAEL,SAQUE,2022-02-16T06:27:16,1570.05
3320,0004,SANTANDER,FELIPE,TRANSFERENCIA,2022-01-19T11:07:20,2495.50
3320,0002,SANTANDER,JULIA,DEPOSITO,2022-01-21T01:49:44,1146.81
3320,0004,SANTANDER,FELIPE,SAQUE,2022-01-12T15:20:13,4601.02
2220,0001,SANTANDER,RAFAEL,SAQUE,2022-02-16T19:49:19,1856.61
1044,0007,SANTANDER,BIA,DEPOSITO,2022-02-17T15:39:33,915.18
9999,0004,SANTANDER,BRUNO,SAQUE,2022-02-25T23:43:38,642.10
9999,0007,SANTANDER,PAULA,TRANSFERENCIA,2022-01-04T03:52:35,2512.87
2220,0002,SANTANDER,PAULA,SAQUE,2022-02-20T07:30:19,2300.89
1520,0001,SANTANDER,JULIA,DEPOSITO,2022-02-26T09:50:50,504.64
1044,0004,SANTANDER,FELIPE,TRANSFERENCIA,2022-01-26T12:28:57,1186.46
2220,0004,SANTANDER,ANA,SAQUE,2022-02-18T10:13:06,2120.29
2220,0004,SANTANDER,ANA,DEPOSITO,2022-01-28T03:35:02,2254.19
9999,0002,SANTANDER,BIA,TRANSFERENCIA,2022-01-23T04:35:56,4071.14
1044,0002,SANTANDER,RAFAEL,DEPOSITO,2022-02-06T23:31:21,981.12
3320,0007,SANTANDER,JOAO,SAQUE,2022-02-10T22:12:51,2498.49
9999,0004,SANTANDER,PAULA,DEPOSITO,2022-01-25T08:48:42,2811.13
9999,0001,SANTANDER,BRUNO,SAQUE,2022-01-16T20:36:51,301.12
1044,0007,SANTANDER,MARIA,DEPOSITO,2022-02-02T11:48:22,1299.59
1044,0004,SANTANDER,ANA,SAQUE,2022-02-09T23:28:20,607.07
9999,0002,SANTANDER,BIA,TRANSFERENCIA,2022-02-22T06:39:07,873.52
1044,0004,SANTANDER,ANA,TRANSFERENCIA,2022-02-19T13:25:19,2437.98
2220,0001,SANTANDER,BRUNO,TRANSFERENCIA,2022-01-28T19:38:53,2319.30
3320,0002,SANTANDER,ANA,DEPOSITO,2022-02-25T12:00:43,2024.46
1520,0001,SANTANDER,FELIPE,DEPOSITO,2022-01-23T03:47:10,1568.10
1044,0004,SANTANDER,BIA,TRANSFERENCIA,2022-02-08T09:28:39,1356.97
2220,0004,SANTANDER,BIA,TRANSFERENCIA,2022-02-13T17:14:55,2070.53
3320,0001,SANTANDER,FELIPE,TRANSFERENCIA,2022-01-23T18:43:15,3310.45
1520,0002,SANTANDER,FELIPE,DEPOSITO,2022-01-11T00:01:44,478.67
2220,0001,SANTANDER,JOAO,DEPOSITO,2022-02-20T20:58:06,3825.22
1520,0001,SANTANDER,CARLOS,TRANSFERENCIA,2022-01-16T01:48:55,422.47
2220,0004,SANTANDER,JULIA,SAQUE,2022-01-28T14:10:35,2216.36
3320,0002,SANTANDER,RAFAEL,SAQUE,2022-01-03T18:34:33,176.74
1044,0004,SANTANDER,PAULA,DEPOSITO,2022-02-22T11:39:08,4674.35
9999,0007,SANTANDER,FELIPE,TRANSFERENCIA,2022-02-22T08:37:52,886.01
9999,0007,SANTANDER,BIA,DEPOSITO,2022-02-20T19:44:59,3199.29
9999,0004,SANTANDER,ANA,DEPOSITO,2022-02-22T09:31:04,1136.42
1520,0007,SANTANDER,CARLOS,DEPOSITO,2022-02-10T00:30:16,1299.78
1044,0001,SANTANDER,JOAO,TRANSFERENCIA,2022-01-14T05:36:11,1720.08
2220,0001,SANTANDER,PAULA,DEPOSITO,2022-01-30T02:08:35,46.65
2220,0004,SANTANDER,BIA,SAQUE,2022-01-01T16:49:08,2741.51
3320,0007,SANTANDER,RAFAEL,DEPOSITO,2022-02-08T07:50:20,1250.23
2220,0007,SANTANDER,JULIA,DEPOSITO,2022-01-08T16:34:19,2111.77
3320,0004,SANTANDER,CARLOS,TRANSFERENCIA,2022-02-21T15:31:11,4044.23
2220,0002,SANTANDER,MARIA,SAQUE,2022-01-14T06:21:25,1448.69
2220,0007,SANTANDER,CARLOS,TRANSFERENCIA,2022-02-17T18:26:01,939.76
1520,0002,SANTANDER,JOAO,TRANSFERENCIA,2022-01-03T03:34:07,930.50
1520,0004,SANTANDER,CARLOS,SAQUE,2022-02-12T13:35:05,3635.81
3320,0001,SANTANDER,FELIPE,SAQUE,2022-02-17T22:07:25,1086.72
2220,0004,SANTANDER,PAULA,DEPOSITO,2022-02-15T00:27:47,3484.98
1520,0004,SANTANDER,MARIA,SAQUE,2022-01-06T10:34:43,1333.25
2220,0001,SANTANDER,RAFAEL,DEPOSITO,2022-01-18T15:10:02,961.77
1044,0007,SANTANDER,JOAO,SAQUE,2022-01-25T04:07:27,1924.60
2220,0002,SANTANDER,JOAO,SAQUE,2022-02-14T17:49:21,3676.88
1520,0002,SANTANDER,PAULA,DEPOSITO,2022-01-31T07:16:03,4681.14
3320,0001,SANTANDER,RAFAEL,TRANSFERENCIA,2022-01-12T20:36:37,1267.31
1044,0002,SANTANDER,ANA,SAQUE,2022-01-22T03:29:00,4866.40
3320,0007,SANTANDER,ANA,SAQUE,2022-01-17T05:58:40,3972.16
9999,0001,SANTANDER,BRUNO,SAQUE,2022-01-01T20:48:29,4844.21
9999,0007,SANTANDER,BIA,SAQUE,2022-02-06T01:25:17,3854.21
3320,0002,SANTANDER,PAULA,SAQUE,2022-02-02T20:34:50,4654.31
1520,0001,SANTANDER,ANA,TRANSFERENCIA,2022-01-15T22:39:21,3506.94
1520,0002,SANTANDER,PAULA,SAQUE,2022-01-31T18:03:23,4908.40
1044,0007,SANTANDER,JULIA,SAQUE,2022-02-06T16:15:55,1791.48
3320,0004,SANTANDER,JOAO,DEPOSITO,2022-02-12T11:26:56,2795.56
9999,0007,SANTANDER,JULIA,TRANSFERENCIA,2022-01-19T02:52:18,2718.56
1044,0007,SANTANDER,CARLOS,TRANSFERENCIA,2022-02-23T20:07:33,802.56
9999,0002,SANTANDER,PAULA,DEPOSITO,2022-01-26T13:38:53,2708.49
2220,0001,SANTANDER,RAFAEL,DEPOSITO,2022-01-19T00:19:34,4414.78
9999,0004,SANTANDER,BIA,SAQUE,2022-02-01T03:16:17,3605.30
9999,0007,SANTANDER,JULIA,TRANSFERENCIA,2022-02-18T07:22:24,3828.90
3320,0004,SANTANDER,ANA,DEPOSITO,2022-02-01T06:22:13,553.21
9999,0001,SANTANDER,JOAO,SAQUE,2022-01-18T08:15:30,4367.59
3320,0001,SANTANDER,PAULA,SAQUE,2022-01-10T14:06:45,160.05
2220,0007,SANTANDER,RAFAEL,TRANSFERENCIA,2022-02-27T07:30:02,1280.44
1044,0002,SANTANDER,BIA,TRANSFERENCIA,2022-01-07T21:08:53,66.42
3320,0007,SANTANDER,MARIA,DEPOSITO,2022-01-06T21:26:30,1805.27
2220,0004,SANTANDER,JOAO,TRANSFERENCIA,2022-01-26T19:23:43,2645.58
1520,0004,SANTANDER,MARIA,SAQUE,2022-02-20T10:29:18,486.50
3320,0007,SANTANDER,JULIA,SAQUE,2022-02-21T02:06:58,3284.73
9999,0002,SANTANDER,RAFAEL,TRANSFERENCIA,2022-02-24T04:33:51,2076.51
1520,0004,SANTANDER,PAULA,TRANSFERENCIA,2022-02-11T11:09:24,4414.24
3320,0002,SANTANDER,RAFAEL,DEPOSITO,2022-02-19T00:01:09,1688.23
3320,0007,SANTANDER,ANA,DEPOSITO,2022-02-23T09:46:56,4957.32
1044,0004,SANTANDER,BRUNO,TRANSFERENCIA,2022-02-11T19:20:34,4130.95
1044,0002,SANTANDER,BIA,TRANSFERENCIA,2022-01-21T18:29:19,1875.94
9999,0004,SANTANDER,ANA,DEPOSITO,2022-02-13T10:45:00,4799.16
1520,0001,SANTANDER,CARLOS,TRANSFERENCIA,2022-01-02T13:59:14,2588.53
1044,0001,SANTANDER,CARLOS,SAQUE,2022-01-21T20:34:24,4278.75
1520,0004,SANTANDER,RAFAEL,TRANSFERENCIA,2022-02-24T00:19:36,2853.77
9999,0002,SANTANDER,MARIA,SAQUE,2022-02-14T16:44:21,1778.92
3320,0004,SANTANDER,ANA,TRANSFERENCIA,2022-01-25T06:12:31,1165.74
1044,0001,SANTANDER,BIA,DEPOSITO,2022-02-25T06:01:02,4589.49
1520,0004,SANTANDER,PAULA,SAQUE,2022-02-17T09:45:59,4128.70
9999,0001,SANTANDER,BIA,TRANSFERENCIA,2022-01-30T03:58:01,187.82
9999,0007,SANTANDER,MARIA,SAQUE,2022-02-02T11:11:03,1740.30
2220,0007,SANTANDER,MARIA,SAQUE,2022-02-28T11:27:52,4643.34
2220,0001,SANTANDER,CARLOS,TRANSFERENCIA,2022-01-04T23:57:41,1597.26
9999,0002,SANTANDER,ANA,TRANSFERENCIA,2022-01-22T10:29:40,766.83
2220,0007,SANTANDER,BIA,TRANSFERENCIA,2022-02-19T00:06:16,451.32
2220,0004,SANTANDER,BRUNO,SAQUE,2022-01-13T20:01:22,1681.50
2220,0001,SANTANDER,RAFAEL,DEPOSITO,2022-01-26T11:48:15,426.31
9999,0007,SANTANDER,FELIPE,SAQUE,2022-02-16T16:37:50,2796.92
2220,0007,SANTANDER,BIA,SAQUE,2022-02-24T11:36:55,3080.37
9999,0002,SANTANDER,JULIA,SAQUE,2022-01-26T20:25:26,3884.08
1044,0001,SANTANDER,MARIA,TRANSFERENCIA,2022-02-10T03:42:57,2118.28
1044,0002,SANTANDER,ANA,DEPOSITO,2022-02-27T15:50:02,3277.39
1044,0002,SANTANDER,ANA,TRANSFERENCIA,2022-02-12T22:25:27,3116.29
2220,0001,SANTANDER,JULIA,SAQUE,2022-02-06T07:03:56,780.80
1520,0001,SANTANDER,JOAO,SAQUE,2022-01-15T08:06:45,4343.89
1044,0001,SANTANDER,ANA,TRANSFERENCIA,2022-01-11T19:17:47,1526.29
2220,0001,SANTANDER,ANA,SAQUE,2022-02-22T05:38:36,1060.16
9999,0004,SANTANDER,RAFAEL,DEPOSITO,2022-01-14T17:21:48,3475.66
1520,0007,SANTANDER,BIA,TRANSFERENCIA,2022-02-21T03:31:51,218.37
3320,0001,SANTANDER,CARLOS,SAQUE,2022-01-27T08:07:53,266.37
1520,0001,SANTANDER,BRUNO,TRANSFERENCIA,2022-01-27T08:11:56,3315.25
1044,0001,SANTANDER,JOAO,DEPOSITO,2022-02-07T12:39:51,1156.61
2220,0001,SANTANDER,ANA,DEPOSITO,2022-02-27T23:21:31,2658.27
3320,0002,SANTANDER,RAFAEL,DEPOSITO,2022-02-24T10:29:47,4631.82
1520,0001,SANTANDER,JULIA,TRANSFERENCIA,2022-01-30T14:31:57,1668.51
2220,0002,SANTANDER,JOAO,DEPOSITO,2022-02-04T04:01:00,1777.54
1044,0002,SANTANDER,RAFAEL,DEPOSITO,2022-01-07T00:29:35,3129.34
2220,0001,SANTANDER,RAFAEL,DEPOSITO,2022-01-22T21:38:44,759.39
2220,0002,SANTANDER,MARIA,TRANSFERENCIA,2022-02-07T02:36:25,2604.07
9999,0002,SANTANDER,BRUNO,SAQUE,2022-02-25T14:57:01,764.59
1044,0004,SANTANDER,PAULA,TRANSFERENCIA,2022-01-13T19:03:04,1034.58
3320,0002,SANTANDER,FELIPE,DEPOSITO,2022-02-20T20:33:18,4547.90
2220,0002,SANTANDER,BIA,SAQUE,2022-01-31T19:49:11,340.00
9999,0001,SANTANDER,FELIPE,DEPOSITO,2022-01-15T03:05:33,3635.67
1044,0007,SANTANDER,BRUNO,DEPOSITO,2022-02-13T00:16:30,3728.30
1044,0002,SANTANDER,JULIA,SAQUE,2022-01-13T18:31:26,924.55
9999,0004,SANTANDER,BIA,TRANSFERENCIA,2022-01-23T10:03:44,2982.21
3320,0001,SANTANDER,ANA,SAQUE,2022-02-16T06:33:49,671.30
9999,0007,SANTANDER,ANA,SAQUE,2022-02-07T14:50:52,2457.74
3320,0002,SANTANDER,JULIA,SAQUE,2022-01-04T03:06:01,2043.54
1520,0004,SANTANDER,BRUNO,SAQUE,2022-01-20T16:38:11,3789.13
1520,0002,SANTANDER,PAULA,TRANSFERENCIA,2022-02-17T13:38:58,3439.63
2220,0002,SANTANDER,BRUNO,DEPOSITO,2022-01-05T01:27:44,3040.04
2220,0004,SANTANDER,BRUNO,TRANSFERENCIA,2022-02-25T12:42:13,2969.44
9999,0001,SANTANDER,RAFAEL,SAQUE,2022-02-13T20:19:35,2285.05
1520,0002,SANTANDER,RAFAEL,TRANSFERENCIA,2022-02-08T09:50:27,4919.17
1520,0007,SANTANDER,RAFAEL,TRANSFERENCIA,2022-01-05T18:52:00,950.06
2220,0007,SANTANDER,CARLOS,DEPOSITO,2022-02-14T19:01:00,833.27
1044,0001,SANTANDER,RAFAEL,SAQUE,2022-02-15T00:13:02,4149.64
2220,0001,SANTANDER,RAFAEL,SAQUE,2022-01-18T10:53:51,3893.88
9999,0002,SANTANDER,BRUNO,DEPOSITO,2022-02-01T09:43:06,2254.98
3320,0007,SANTANDER,BIA,TRANSFERENCIA,2022-01-20T14:32:08,4412.86
1520,0004,SANTANDER,ANA,TRANSFERENCIA,2022-01-16T22:08:01,3592.16
1520,0001,SANTANDER,MARIA,TRANSFERENCIA,2022-02-13T15:10:27,3170.73
1520,0007,SANTANDER,RAFAEL,TRANSFERENCIA,2022-01-16T12:35:35,1894.01
2220,0001,SANTANDER,FELIPE,DEPOSITO,2022-02-24T21:41:27,4356.66
3320,0002,SANTANDER,FELIPE,SAQUE,2022-01-05T23:33:43,2098.49
1044,0007,SANTANDER,CARLOS,TRANSFERENCIA,2022-01-18T13:03:08,588.65
3320,0002,SANTANDER,JOAO,TRANSFERENCIA,2022-01-25T13:47:28,62.03
2220,0007,SANTANDER,RAFAEL,SAQUE,2022-02-17T21:51:39,1190.15
9999,0007,SANTANDER,PAULA,DEPOSITO,2022-02-12T21:38:39,397.95
9999,0001,SANTANDER,JULIA,TRANSFERENCIA,2022-01-28T00:03:00,3099.21
9999,0002,SANTANDER,JOAO,SAQUE,2022-01-15T09:27:42,276.26
1044,0001,SANTANDER,FELIPE,SAQUE,2022-02-26T03:03:13,4190.23
1044,0004,SANTANDER,MARIA,SAQUE,2022-01-11T13:43:35,2085.37
3320,0002,SANTANDER,CARLOS,TRANSFERENCIA,2022-02-27T18:22:41,2861.84
9999,0002,SANTANDER,PAULA,TRANSFERENCIA,2022-02-26T05:05:21,1801.58
1520,0001,SANTANDER,CARLOS,DEPOSITO,2022-02-05T18:49:44,4487.75
1520,0007,SANTANDER,RAFAEL,SAQUE,2022-01-29T10:20:58,2354.61
1520,0004,SANTANDER,ANA,TRANSFERENCIA,2022-02-10T04:07:32,2623.71
3320,0001,SANTANDER,MARIA,TRANSFERENCIA,2022-02-21T08:32:05,4935.96
2220,0004,SANTANDER,BRUNO,TRANSFERENCIA,2022-01-31T17:28:18,1299.04
9999,0004,SANTANDER,FELIPE,TRANSFERENCIA,2022-02-24T15:01:58,2482.49
2220,0007,SANTANDER,FELIPE,TRANSFERENCIA,2022-01-23T14:16:50,3543.23
3320,0001,SANTANDER,MARIA,SAQUE,2022-02-15T03:15:43,3127.68
1520,0002,SANTANDER,BIA,DEPOSITO,2022-02-10T04:47:08,228.42
1044,0002,SANTANDER,JOAO,TRANSFERENCIA,2022-01-20T12:48:00,3450.40
1044,0001,SANTANDER,CARLOS,DEPOSITO,2022-02-19T04:40:20,2750.42
1520,0001,SANTANDER,ANA,DEPOSITO,2022-02-08T10:51:42,3622.26
9999,0001,SANTANDER,FELIPE,SAQUE,2022-02-02T02:09:19,4169.29
2220,0007,SANTANDER,JOAO,TRANSFERENCIA,2022-01-14T04:19:46,2408.00
2220,0004,SANTANDER,PAULA,DEPOSITO,2022-01-06T10:32:28,4175.69
1044,0004,SANTANDER,RAFAEL,TRANSFERENCIA,2022-01-02T19:37:01,1042.10
1044,0004,SANTANDER,MARIA,SAQUE,2022-01-28T05:31:09,4203.86
1044,0007,SANTANDER,RAFAEL,SAQUE,2022-02-25T10:29:01,3028.84
3320,0001,SANTANDER,CARLOS,TRANSFERENCIA,2022-01-31T12:50:12,3549.49
1044,0007,SANTANDER,MARIA,DEPOSITO,2022-01-24T01:44:47,1858.55
1044,0002,SANTANDER,RAFAEL,DEPOSITO,2022-01-17T23:48:33,562.04
1520,0002,SANTANDER,MARIA,DEPOSITO,2022-02-19T03:03:11,125.65
2220,0002,SANTANDER,JULIA,DEPOSITO,2022-02-16T22:34:16,3662.47
9999,0004,SANTANDER,ANA,SAQUE,2022-01-10T12:56:33,4110.87
9999,0002,SANTANDER,JULIA,TRANSFERENCIA,2022-01-04T13:10:24,2297.38
9999,0001,SANTANDER,JOAO,DEPOSITO,2022-01-05T06:35:50,3435.57
9999,0001,SANTANDER,ANA,DEPOSITO,2022-01-05T11:30:48,516.41
1044,0001,SANTANDER,BIA,DEPOSITO,2022-01-21T08:58:33,1605.08
3320,0004,SANTANDER,CARLOS,TRANSFERENCIA,2022-01-31T23:40:22,3864.16
1520,0004,SANTANDER,FELIPE,SAQUE,2022-01-27T13:37:12,573.19
9999,0001,SANTANDER,JULIA,TRANSFERENCIA,2022-02-04T00:18:01,2747.28
1044,0002,SANTANDER,CARLOS,TRANSFERENCIA,2022-01-24T18:29:01,857.20
1044,0004,SANTANDER,RAFAEL,DEPOSITO,2022-01-05T22:12:02,651.24
2220,0001,SANTANDER,MARIA,DEPOSITO,2022-01-06T05:21:46,431.51
2220,0002,SANTANDER,BIA,TRANSFERENCIA,2022-02-13T06:52:25,3081.96
1044,0004,SANTANDER,JULIA,TRANSFERENCIA,2022-02-21T19:06:35,393.65
2220,0002,SANTANDER,MARIA,TRANSFERENCIA,2022-02-15T11:09:43,487.22
1044,0007,SANTANDER,PAULA,SAQUE,2022-01-22T17:28:43,719.46
9999,0004,SANTANDER,ANA,DEPOSITO,2022-01-18T19:14:37,3498.37
1044,0004,SANTANDER,PAULA,DEPOSITO,2022-01-03T22:31:13,327.76
1520,0004,SANTANDER,PAULA,DEPOSITO,2022-01-17T13:59:47,1412.00
1044,0002,SANTANDER,RAFAEL,SAQUE,2022-02-09T09:19:00,4087.95
1520,0004,SANTANDER,RAFAEL,TRANSFERENCIA,2022-01-07T21:15:53,3962.36
9999,0007,SANTANDER,BRUNO,TRANSFERENCIA,2022-02-10T03:23:22,1193.64
3320,0002,SANTANDER,PAULA,DEPOSITO,2022-01-07T09:55:50,1704.23
9999,0007,SANTANDER,BRUNO,TRANSFERENCIA,2022-02-03T05:23:08,2723.09
3320,0002,SANTANDER,MARIA,TRANSFERENCIA,2022-02-25T17:57:20,4183.90
1520,0007,SANTANDER,ANA,TRANSFERENCIA,2022-01-10T11:33:00,4110.29
3320,0004,SANTANDER,BRUNO,SAQUE,2022-02-28T02:02:41,544.61
9999,0007,SANTANDER,ANA,DEPOSITO,2022-01-06T23:15:50,453.57
3320,0001,SANTANDER,FELIPE,TRANSFERENCIA,2022-01-15T11:41:58,2265.42
1044,0007,SANTANDER,BIA,TRANSFERENCIA,2022-02-13T09:57:28,979.14
1044,0004,SANTANDER,BIA,TRANSFERENCIA,2022-01-30T13:39:11,4592.59
2220,0004,SANTANDER,MARIA,TRANSFERENCIA,2022-01-01T18:55:09,3057.84
9999,0007,SANTANDER,FELIPE,DEPOSITO,2022-01-07T01:25:37,1846.75
9999,0001,SANTANDER,JOAO,TRANSFERENCIA,2022-02-24T08:57:54,4103.95
1044,0001,SANTANDER,CARLOS,SAQUE,2022-01-23T20:09:05,2159.15
9999,0007,SANTANDER,ANA,TRANSFERENCIA,2022-02-07T03:57:52,2030.76
2220,0002,SANTANDER,FELIPE,DEPOSITO,2022-01-14T12:03:14,941.95
2220,0004,SANTANDER,BRUNO,SAQUE,2022-01-29T00:11:09,4987.28
3320,0002,SANTANDER,JOAO,SAQUE,2022-01-02T12:36:06,720.84
2220,0007,SANTANDER,FELIPE,SAQUE,2022-01-14T07:44:47,3211.57
2220,0007,SANTANDER,BIA,DEPOSITO,2022-01-18T10:57:29,2272.52
2220,0007,SANTANDER,BRUNO,DEPOSITO,2022-01-22T22:00:52,929.77
9999,0001,SANTANDER,BIA,DEPOSITO,2022-01-23T23:40:02,3560.94
1044,0007,SANTANDER,RAFAEL,TRANSFERENCIA,2022-02-05T15:06:07,168.28
1520,0007,SANTANDER,ANA,SAQUE,2022-02-26T08:07:27,2408.18
1520,0002,SANTANDER,RAFAEL,DEPOSITO,2022-02-15T03:22:48,2585.23
9999,0001,SANTANDER,JULIA,DEPOSITO,2022-01-08T13:56:38,3420.69
9999,0004,SANTANDER,BIA,SAQUE,2022-02-03T08:31:14,2675.63
1520,0007,SANTANDER,PAULA,TRANSFERENCIA,2022-02-15T13:23:26,2870.25
1044,0007,SANTANDER,ANA,DEPOSITO,2022-01-29T01:54:16,838.37
9999,0004,SANTANDER,BIA,DEPOSITO,2022-01-06T23:06:49,3146.87
9999,0002,SANTANDER,BIA,SAQUE,2022-01-29T07:50:03,4044.67
9999,0001,SANTANDER,CARLOS,DEPOSITO,2022-01-09T00:15:45,634.98
1520,0004,SANTANDER,CARLOS,SAQUE,2022-01-28T06:42:43,1376.81
1044,0001,SANTANDER,MARIA,TRANSFERENCIA,2022-01-17T22:52:47,4550.75
3320,0007,SANTANDER,ANA,SAQUE,2022-01-26T08:45:45,3912.86
3320,0007,SANTANDER,FELIPE,TRANSFERENCIA,2022-01-04T05:06:23,1714.90
1520,0002,SANTANDER,BIA,SAQUE,2022-02-18T03:38:35,3764.05
2220,0007,SANTANDER,JULIA,TRANSFERENCIA,2022-02-12T17:42:19,3630.27
3320,0002,SANTANDER,BIA,TRANSFERENCIA,2022-02-03T12:05:04,272.57
1044,0001,SANTANDER,JOAO,SAQUE,2022-02-15T01:13:59,1994.33
1044,0007,SANTANDER,RAFAEL,SAQUE,2022-02-06T20:59:59,3417.87
2220,0007,SANTANDER,CARLOS,SAQUE,2022-02-21T12:01:11,4351.52
1520,0004,SANTANDER,PAULA,DEPOSITO,2022-01-31T15:36:28,4808.85
1520,0001,SANTANDER,RAFAEL,TRANSFERENCIA,2022-02-04T08:28:45,4780.96
2220,0004,SANTANDER,ANA,DEPOSITO,2022-01-26T22:21:34,4011.78
1044,0007,SANTANDER,PAULA,TRANSFERENCIA,2022-01-24T11:25:39,3671.83
9999,0002,SANTANDER,RAFAEL,DEPOSITO,2022-01-18T11:14:10,1567.04
1520,0001,SANTANDER,MARIA,SAQUE,2022-02-09T22:16:44,489.40
1520,0007,SANTANDER,ANA,SAQUE,2022-01-28T12:07:47,1260.23
1520,0001,SANTANDER,BIA,SAQUE,2022-01-06T12:32:40,4692.59
3320,0001,SANTANDER,MARIA,SAQUE,2022-02-28T17:01:12,650.41
9999,0002,SANTANDER,MARIA,TRANSFERENCIA,2022-01-18T21:21:50,1267.43
2220,0001,SANTANDER,PAULA,DEPOSITO,2022-02-11T10:56:36,3461.42
1044,0004,SANTANDER,FELIPE,SAQUE,2022-01-27T22:07:35,3885.75
2220,0007,SANTANDER,ANA,SAQUE,2022-01-26T01:44:22,4778.07
1044,0002,SANTANDER,PAULA,SAQUE,2022-02-17T17:47:41,4897.13
3320,0007,SANTANDER,FELIPE,TRANSFERENCIA,2022-02-17T18:34:35,543.04
9999,0007,SANTANDER,JULIA,TRANSFERENCIA,2022-01-11T07:34:47,4563.13
1044,0001,SANTANDER,JOAO,SAQUE,2022-01-07T20:04:21,2857.15
1044,0007,SANTANDER,JOAO,DEPOSITO,2022-01-15T10:51:20,3264.67
1520,0001,SANTANDER,BRUNO,DEPOSITO,2022-01-15T17:16:15,3500.58
2220,0001,SANTANDER,RAFAEL,TRANSFERENCIA,2022-02-17T15:21:57,2391.22
2220,0001,SANTANDER,RAFAEL,SAQUE,2022-01-01T07:42:24,1922.73
2220,0001,SANTANDER,BIA,TRANSFERENCIA,2022-02-04T20:20:25,1667.87
1044,0007,SANTANDER,JOAO,TRANSFERENCIA,2022-01-09T19:16:09,1827.41
1044,0001,SANTANDER,PAULA,DEPOSITO,2022-01-20T17:18:18,883.91
1520,0007,SANTANDER,JULIA,DEPOSITO,2022-02-07T21:00:35,4482.41
1044,0007,SANTANDER,MARIA,TRANSFERENCIA,2022-02-12T12:34:33,3676.89
3320,0001,SANTANDER,JULIA,SAQUE,2022-02-27T13:39:46,1193.19
2220,0001,SANTANDER,RAFAEL,TRANSFERENCIA,2022-01-30T21:03:53,2498.92
2220,0001,SANTANDER,JOAO,DEPOSITO,2022-01-06T10:36:58,1689.26
1520,0007,SANTANDER,MARIA,SAQUE,2022-02-20T18:57:25,2292.39
9999,0002,SANTANDER,BIA,SAQUE,2022-01-07T23:51:00,185.35
3320,0007,SANTANDER,JOAO,DEPOSITO,2022-01-05T10:43:32,1214.17
3320,0001,SANTANDER,FELIPE,TRANSFERENCIA,2022-01-05T20:24:38,4523.41
1520,0007,SANTANDER,BIA,SAQUE,2022-02-27T09:13:43,320.72
1520,0001,SANTANDER,PAULA,TRANSFERENCIA,2022-01-22T09:58:16,316.49
3320,0007,SANTANDER,ANA,TRANSFERENCIA,2022-02-09T00:44:52,1621.85
9999,0002,SANTANDER,ANA,SAQUE,2022-01-05T10:13:27,2965.83
1044,0001,SANTANDER,MARIA,DEPOSITO,2022-01-14T17:06:20,3787.99
3320,0004,SANTANDER,RAFAEL,SAQUE,2022-02-12T14:09:16,1218.98
9999,0001,SANTANDER,FELIPE,SAQUE,2022-02-06T12:26:55,3888.53
1520,0007,SANTANDER,MARIA,SAQUE,2022-01-01T16:49:59,897.88
1520,0004,SANTANDER,BRUNO,TRANSFERENCIA,2022-02-16T05:11:22,3462.10
3320,0002,SANTANDER,CARLOS,TRANSFERENCIA,2022-02-13T17:33:09,2060.74
3320,0001,SANTANDER,BIA,SAQUE,2022-02-18T12:49:21,3060.64
1520,0004,SANTANDER,ANA,DEPOSITO,2022-01-01T10:38:56,2788.99
3320,0001,SANTANDER,RAFAEL,SAQUE,2022-02-05T03:17:28,4313.79
9999,0002,SANTANDER,PAULA,TRANSFERENCIA,2022-01-21T04:55:42,1382.86
3320,0001,SANTANDER,FELIPE,TRANSFERENCIA,2022-02-16T01:27:43,2488.08
3320,0001,SANTANDER,JOAO,TRANSFERENCIA,2022-02-05T08:37:52,1426.04
2220,0004,SANTANDER,ANA,TRANSFERENCIA,2022-02-13T23:54:37,217.54
1520,0002,SANTANDER,FELIPE,SAQUE,2022-02-17T02:16:29,2575.00
1520,0002,SANTANDER,PAULA,TRANSFERENCIA,2022-02-26T06:56:34,1630.54
3320,0004,SANTANDER,JULIA,SAQUE,2022-02-01T15:56:35,1139.68
3320,0007,SANTANDER,JULIA,DEPOSITO,2022-01-22T10:10:53,368.58
9999,0007,SANTANDER,JOAO,DEPOSITO,2022-01-15T01:44:15,1081.61
9999,0007,SANTANDER,FELIPE,DEPOSITO,2022-02-06T06:16:59,682.89
3320,0004,SANTANDER,CARLOS,SAQUE,2022-02-02T14:41:00,636.93
